sample_id,age_group,skin_type,face_shape,mood_label,eye_openness,blink_rate_per_min,skin_hydration_score,skin_shine_score,redness_score,under_eye_darkness_score,pigmentation_score,lip_brightness_score,skin_texture_score,facial_symmetry_score,primary_beauty_concern,energy_score,skin_appearance_score,mood_confidence,skin_confidence,wellness_note_type
FS_0639,18-25,dry,square,calm,0.926,15.9,44.0,30.7,31.2,7.7,21.5,67.5,45.2,84.2,none,85.9,62.9,0.93,0.734,hydration_tip
FS_0640,18-25,oily,round,happy,0.629,17.3,69.3,71.7,42.1,27.6,0.0,69.3,67.5,78.9,none,77.8,75.2,0.739,0.705,general_skincare
FS_0641,36-45,dry,round,stressed,0.585,25.2,33.0,38.4,62.6,46.6,11.9,51.7,57.9,65.5,dark_circles,55.6,45.8,0.768,0.783,hydration_tip
FS_0642,18-25,normal,oval,calm,0.819,6.3,72.5,35.6,16.1,24.4,48.4,55.4,50.3,82.1,dark_lips,99.0,69.4,0.757,0.919,general_skincare
FS_0643,36-45,dry,square,sleepy,0.505,20.9,44.7,10.7,27.4,55.1,43.3,94.3,47.0,71.0,dryness,46.4,55.4,0.774,0.749,hydration_tip
FS_0644,46-60,normal,round,calm,0.744,13.7,66.6,53.9,31.6,26.8,54.4,83.6,75.8,78.5,redness_flush,84.0,74.5,0.793,0.779,general_skincare
FS_0645,18-25,normal,heart,happy,0.89,11.2,61.0,36.9,0.0,22.3,24.1,59.1,66.2,75.8,none,98.7,63.0,0.888,0.89,general_skincare
FS_0646,36-45,dry,round,calm,0.936,14.9,20.1,30.2,37.3,15.3,33.5,57.7,45.5,72.0,none,89.6,51.9,0.776,0.833,hydration_tip
FS_0647,46-60,dry,oval,sad,0.492,16.5,46.9,15.8,24.4,64.0,45.8,60.7,66.3,80.7,none,50.9,58.8,0.803,0.946,hydration_tip
FS_0648,26-35,oily,heart,happy,0.803,15.2,58.8,62.3,29.4,32.1,49.2,66.2,60.9,84.4,sun_damage,86.9,62.4,0.923,0.726,general_skincare
FS_0649,46-60,dry,square,sad,0.61,12.6,35.8,23.1,33.5,48.9,27.7,52.5,39.8,69.9,dark_circles,55.1,48.8,0.759,0.765,hydration_tip
FS_0650,26-35,dry,square,neutral,0.711,20.4,55.4,41.5,14.6,56.8,52.9,90.9,36.8,66.0,pigmentation,60.9,59.7,0.847,0.746,hydration_tip
FS_0651,18-25,oily,heart,neutral,0.641,18.7,56.4,65.3,15.5,46.4,0.0,76.7,67.6,86.5,dryness,65.5,67.9,0.794,0.947,general_skincare
FS_0652,18-25,normal,square,happy,0.992,17.2,60.9,42.2,23.4,46.6,18.1,69.4,88.8,72.9,pigmentation,96.9,73.1,0.855,0.893,general_skincare
FS_0653,46-60,oily,round,neutral,0.873,18.7,32.5,82.7,20.6,16.8,40.8,48.6,84.3,84.6,none,68.9,63.8,0.765,0.824,hydration_tip
FS_0654,26-35,oily,round,calm,0.663,12.4,51.7,59.6,13.2,59.2,36.0,83.0,86.5,94.5,sun_damage,79.7,72.5,0.755,0.734,general_skincare
FS_0655,18-25,oily,square,neutral,0.706,17.1,49.3,49.9,15.1,29.2,21.3,54.2,63.1,67.8,none,61.0,62.0,0.734,0.908,general_skincare
FS_0656,46-60,normal,round,calm,0.849,16.4,67.2,38.4,30.7,39.1,40.1,92.5,76.4,86.2,none,74.9,75.0,0.927,0.917,general_skincare
FS_0657,26-35,normal,square,calm,0.843,17.6,71.6,63.8,28.0,28.7,35.7,52.4,78.6,75.3,dullness,78.6,69.0,0.73,0.859,general_skincare
FS_0658,36-45,normal,heart,tired,0.413,22.1,55.0,73.2,41.0,57.1,51.3,98.7,64.3,71.7,dryness,36.7,63.1,0.897,0.71,general_skincare
FS_0659,26-35,oily,square,stressed,0.543,16.9,72.8,58.4,28.9,37.5,43.7,63.8,65.6,82.3,pigmentation,47.4,68.7,0.944,0.829,general_skincare
FS_0660,46-60,oily,oblong,happy,1.0,16.2,60.8,73.5,0.0,44.0,62.9,87.6,62.2,76.4,dark_lips,94.6,73.5,0.866,0.756,general_skincare
FS_0661,36-45,normal,heart,happy,0.743,19.5,78.3,48.6,25.8,30.6,14.1,67.9,63.1,77.1,pigmentation,77.3,68.9,0.907,0.757,general_skincare
FS_0662,36-45,dry,heart,calm,0.783,15.5,57.7,36.6,13.2,46.8,39.6,54.3,64.6,73.8,none,81.1,62.2,0.763,0.829,hydration_tip
FS_0663,18-25,normal,square,neutral,0.563,11.8,38.0,35.3,69.5,45.7,53.0,65.5,63.4,93.4,none,76.1,54.6,0.758,0.859,hydration_tip
FS_0664,26-35,dry,oval,tired,0.508,23.2,39.4,6.6,33.4,82.9,54.9,74.0,42.4,82.8,dryness,36.3,54.6,0.835,0.921,hydration_tip
FS_0665,46-60,dry,square,neutral,0.54,16.4,36.4,45.1,47.6,39.7,18.8,52.8,52.2,81.0,none,64.0,47.1,0.88,0.958,hydration_tip
FS_0666,46-60,oily,round,neutral,0.722,12.7,60.8,71.0,18.4,83.3,32.7,67.0,82.6,71.1,dark_lips,77.5,67.1,0.93,0.876,sleep_tip
FS_0667,36-45,normal,oblong,happy,0.744,18.3,88.7,58.1,27.4,12.2,31.9,67.8,51.5,87.8,none,85.8,82.0,0.871,0.748,general_skincare
FS_0668,46-60,normal,heart,calm,0.837,12.1,78.7,44.5,25.3,28.6,71.7,68.3,46.6,71.6,sun_damage,85.6,66.4,0.839,0.917,general_skincare
FS_0669,26-35,oily,heart,stressed,0.272,21.3,57.1,54.8,40.3,46.6,20.0,75.5,66.1,81.2,dullness,42.6,61.1,0.821,0.927,general_skincare
FS_0670,36-45,oily,round,sleepy,0.447,16.6,55.7,81.0,36.9,66.7,32.8,54.6,75.3,81.8,dullness,41.4,56.9,0.95,0.745,sleep_tip
FS_0671,26-35,oily,oval,stressed,0.708,24.5,95.0,81.1,32.0,48.6,23.1,61.4,71.0,72.2,none,48.7,74.3,0.944,0.749,general_skincare
FS_0672,18-25,dry,round,happy,0.626,13.4,50.0,59.2,37.2,15.3,19.5,70.4,47.1,86.1,dark_lips,88.9,63.4,0.782,0.922,hydration_tip
FS_0673,36-45,oily,square,neutral,0.591,14.8,88.1,97.7,52.4,32.7,61.4,75.2,83.7,79.6,none,71.5,75.4,0.835,0.955,general_skincare
FS_0674,18-25,oily,square,neutral,0.67,20.8,73.1,76.6,16.7,52.4,24.8,64.9,49.6,96.9,pigmentation,65.9,72.7,0.952,0.818,general_skincare
FS_0675,26-35,normal,heart,tired,0.501,16.3,77.4,45.5,30.3,58.8,44.6,77.7,49.2,81.3,none,46.5,66.5,0.745,0.733,general_skincare
FS_0676,36-45,oily,heart,stressed,0.386,17.0,33.0,79.3,47.0,27.7,25.3,54.5,83.7,91.1,pigmentation,56.0,51.6,0.895,0.813,hydration_tip
FS_0677,26-35,normal,round,sleepy,0.497,23.6,82.4,64.2,26.1,49.1,35.3,74.5,55.4,71.9,dullness,41.6,68.1,0.809,0.932,general_skincare
FS_0678,18-25,dry,square,sleepy,0.517,24.0,49.0,7.9,40.6,60.2,12.3,94.4,49.0,69.0,none,32.0,51.8,0.941,0.752,hydration_tip
FS_0679,46-60,oily,round,neutral,0.62,18.9,45.6,100.0,44.0,34.9,26.4,68.4,65.2,95.6,none,65.2,59.0,0.867,0.939,general_skincare
FS_0680,26-35,oily,oblong,calm,0.845,17.1,63.0,39.6,29.5,1.5,34.7,90.6,57.0,75.6,pigmentation,89.2,70.0,0.888,0.853,general_skincare
FS_0681,46-60,oily,heart,calm,0.701,15.2,48.2,67.0,28.5,1.8,50.5,72.3,79.5,76.4,dullness,74.1,74.8,0.841,0.752,general_skincare
FS_0682,18-25,normal,round,sleepy,0.658,23.7,47.4,27.5,33.9,63.6,12.9,95.1,64.8,85.4,none,49.1,63.7,0.846,0.9,sleep_tip
FS_0683,26-35,normal,oblong,sad,0.581,13.7,72.8,58.2,20.8,58.5,29.4,76.3,58.0,89.5,dark_lips,63.6,69.3,0.894,0.893,general_skincare
FS_0684,36-45,dry,square,stressed,0.969,26.5,38.2,31.9,68.5,46.7,55.5,90.7,90.2,67.0,none,61.8,58.0,0.731,0.907,hydration_tip
FS_0685,46-60,oily,oblong,stressed,0.659,29.6,49.4,66.1,60.6,97.5,54.5,68.7,70.6,88.8,redness_flush,50.5,48.0,0.765,0.94,sun_or_stress_tip
FS_0686,26-35,oily,square,neutral,0.804,12.4,30.6,73.4,37.0,40.4,43.5,76.1,62.1,57.1,dark_lips,82.6,46.1,0.893,0.702,hydration_tip
FS_0687,18-25,normal,square,stressed,0.589,20.0,67.2,21.3,63.1,59.2,50.1,67.3,75.7,70.2,none,53.0,60.6,0.811,0.851,sun_or_stress_tip
FS_0688,36-45,oily,heart,sleepy,0.39,21.8,54.0,77.0,35.6,84.2,36.2,65.1,67.5,71.6,dullness,27.3,53.6,0.773,0.844,sleep_tip
FS_0689,46-60,oily,oval,stressed,0.469,21.6,50.2,100.0,81.3,25.3,9.1,68.8,96.8,84.0,none,45.3,63.5,0.761,0.911,sun_or_stress_tip
FS_0690,36-45,normal,oval,happy,0.988,10.1,73.1,41.2,36.2,34.0,45.6,83.7,89.5,95.6,none,100.0,78.1,0.881,0.947,general_skincare
FS_0691,46-60,normal,oval,tired,0.435,21.9,77.5,41.1,30.4,94.5,52.8,81.1,81.0,82.1,sun_damage,43.4,62.6,0.822,0.812,sleep_tip
FS_0692,46-60,oily,oblong,sleepy,0.283,21.7,77.8,74.1,49.3,67.0,14.3,53.3,69.9,79.0,pigmentation,34.1,61.9,0.851,0.721,sleep_tip
FS_0693,36-45,oily,heart,calm,0.526,15.6,63.4,69.0,29.2,5.8,52.5,62.6,74.0,79.9,dryness,78.7,67.9,0.724,0.806,general_skincare
FS_0694,46-60,dry,square,tired,0.557,23.5,42.9,38.7,78.2,95.4,30.2,49.7,46.3,69.5,pigmentation,49.6,38.6,0.97,0.954,hydration_tip
FS_0695,46-60,oily,oval,stressed,0.571,23.9,58.2,78.2,67.2,51.4,32.5,64.3,61.4,85.1,pigmentation,43.1,57.1,0.873,0.951,sun_or_stress_tip
FS_0696,46-60,normal,round,calm,0.806,19.1,79.6,53.9,8.1,67.2,16.9,83.3,76.0,67.4,none,71.1,76.7,0.814,0.826,sleep_tip
FS_0697,36-45,oily,heart,tired,0.413,17.9,39.7,92.9,52.8,31.5,41.3,64.7,63.1,55.6,sun_damage,52.9,49.9,0.944,0.92,hydration_tip
FS_0698,26-35,normal,square,neutral,0.748,12.6,49.4,46.5,53.2,19.0,27.6,60.0,58.1,82.5,none,77.4,58.8,0.727,0.799,general_skincare
FS_0699,26-35,dry,round,sleepy,0.351,24.2,66.4,37.0,24.5,71.7,27.0,79.3,55.4,95.1,pigmentation,31.0,63.8,0.818,0.771,hydration_tip
FS_0700,46-60,normal,heart,neutral,0.828,9.9,75.1,32.3,29.9,33.0,47.9,73.2,88.8,72.6,dullness,80.2,77.5,0.84,0.875,general_skincare
FS_0701,18-25,normal,heart,happy,0.762,19.9,73.6,34.0,27.9,62.3,26.7,65.4,76.9,84.9,pigmentation,81.9,68.5,0.951,0.885,sleep_tip
FS_0702,26-35,normal,square,sad,0.489,15.1,79.3,47.0,32.3,43.1,38.5,61.5,68.1,85.1,dark_circles,54.7,75.0,0.876,0.74,general_skincare
FS_0703,26-35,normal,round,sad,0.537,12.7,64.7,51.6,0.0,55.7,19.4,70.6,65.9,71.2,none,53.1,67.6,0.918,0.863,general_skincare
FS_0704,46-60,normal,square,neutral,0.921,21.1,77.6,30.1,30.9,42.8,31.8,93.9,70.7,66.9,dullness,62.9,70.8,0.798,0.814,general_skincare
FS_0705,18-25,oily,oblong,neutral,1.0,16.0,49.9,69.0,30.0,38.0,40.1,80.6,80.6,75.9,pigmentation,87.5,61.8,0.734,0.902,general_skincare
FS_0706,46-60,dry,oval,stressed,0.627,23.6,28.3,9.0,56.0,84.9,34.8,59.2,58.3,59.9,sun_damage,61.5,42.0,0.908,0.861,hydration_tip
FS_0707,18-25,oily,oval,calm,0.599,21.7,54.7,80.8,27.3,16.4,20.6,81.8,52.8,84.1,dryness,71.4,68.0,0.809,0.866,general_skincare
FS_0708,26-35,dry,heart,happy,0.761,14.1,69.6,18.8,45.1,23.7,8.7,71.4,61.1,86.3,dryness,82.2,68.7,0.917,0.819,hydration_tip
FS_0709,26-35,oily,oblong,neutral,0.791,12.5,86.4,86.3,4.7,26.7,37.2,86.5,52.2,84.4,none,77.0,82.9,0.912,0.944,general_skincare
FS_0710,26-35,oily,square,neutral,0.499,17.5,50.7,83.6,16.7,25.6,0.0,72.4,67.7,67.3,dark_lips,67.0,66.9,0.885,0.95,general_skincare
FS_0711,26-35,dry,square,sad,0.659,20.7,40.3,35.3,31.7,25.3,20.0,61.4,45.5,66.3,none,54.7,54.8,0.815,0.701,hydration_tip
FS_0712,46-60,oily,oval,calm,0.647,17.3,60.7,75.1,44.4,34.5,25.4,60.5,79.5,87.4,redness_flush,85.7,72.2,0.788,0.792,general_skincare
FS_0713,18-25,normal,oblong,stressed,0.383,16.2,81.1,18.1,62.9,49.2,43.5,69.5,95.2,76.2,none,51.1,78.2,0.827,0.821,sun_or_stress_tip
FS_0714,46-60,dry,square,calm,0.69,17.1,29.2,33.1,38.0,24.7,45.2,56.3,46.6,65.9,dryness,86.4,55.1,0.788,0.804,hydration_tip
FS_0715,18-25,oily,round,sleepy,0.476,19.8,50.7,58.6,12.8,57.3,24.6,56.1,91.0,69.6,pigmentation,41.4,65.6,0.836,0.943,general_skincare
FS_0716,26-35,oily,square,neutral,0.77,11.1,55.0,83.0,41.1,48.7,29.4,67.3,77.5,69.4,dryness,76.7,60.8,0.871,0.732,general_skincare
FS_0717,46-60,dry,square,sleepy,0.465,22.8,40.8,16.3,40.5,100.0,39.3,66.3,68.0,87.2,none,41.0,53.2,0.733,0.825,hydration_tip
FS_0718,26-35,dry,oblong,happy,0.632,14.7,26.6,9.5,66.5,20.3,17.2,71.1,37.1,73.5,dryness,86.5,50.4,0.757,0.918,hydration_tip
FS_0719,46-60,oily,oblong,happy,0.934,15.4,46.5,57.5,11.7,43.8,33.2,61.5,60.0,78.8,none,93.6,58.3,0.858,0.765,general_skincare
FS_0720,26-35,oily,square,sleepy,0.35,25.4,55.2,71.9,44.9,73.5,9.9,70.4,89.5,84.9,dark_circles,29.2,65.8,0.804,0.789,sleep_tip
FS_0721,26-35,normal,heart,stressed,0.647,23.5,55.6,56.5,72.5,56.8,9.2,81.3,87.2,91.8,pigmentation,56.0,59.4,0.96,0.745,sun_or_stress_tip
FS_0722,36-45,oily,oblong,happy,0.796,14.0,47.8,93.2,47.5,45.8,29.6,75.4,58.7,79.3,none,90.5,52.2,0.762,0.924,general_skincare
FS_0723,18-25,oily,heart,sleepy,0.413,25.9,55.2,50.1,32.1,48.2,0.3,84.9,100.0,90.3,dryness,28.1,70.4,0.755,0.73,general_skincare
FS_0724,26-35,dry,heart,happy,0.677,16.0,42.5,30.7,36.3,4.4,5.7,53.7,53.3,75.4,dryness,86.2,60.0,0.722,0.719,hydration_tip
FS_0725,46-60,normal,oblong,sleepy,0.202,20.1,56.9,32.3,0.0,68.7,36.7,68.7,80.7,60.6,dullness,42.5,65.5,0.819,0.877,sleep_tip
FS_0726,46-60,dry,heart,tired,0.648,15.9,28.1,27.6,42.3,59.3,25.8,58.7,51.3,83.3,none,61.5,42.3,0.822,0.768,hydration_tip
FS_0727,18-25,oily,round,sad,0.53,18.4,49.9,56.3,0.9,55.1,24.5,69.1,53.7,77.8,none,57.7,56.0,0.939,0.813,general_skincare
FS_0728,26-35,oily,square,happy,0.671,13.6,52.9,67.5,33.4,36.9,5.4,65.6,65.8,64.7,pigmentation,79.4,58.2,0.779,0.852,general_skincare
FS_0729,36-45,normal,square,stressed,0.704,25.5,83.0,46.5,52.5,46.5,50.9,75.1,74.1,85.2,dryness,58.8,68.4,0.738,0.833,general_skincare
FS_0730,46-60,dry,oblong,neutral,0.682,16.5,53.7,38.4,27.8,13.7,38.5,59.9,45.4,76.9,none,70.4,58.3,0.928,0.862,hydration_tip
FS_0731,26-35,normal,heart,stressed,0.531,25.2,84.0,44.9,86.5,52.8,12.2,81.9,68.4,87.5,none,46.2,68.1,0.912,0.914,sun_or_stress_tip
FS_0732,46-60,normal,oval,stressed,0.504,23.1,63.7,59.2,67.8,55.4,41.3,53.9,80.8,85.1,dryness,55.2,62.6,0.901,0.706,sun_or_stress_tip
FS_0733,36-45,normal,oblong,tired,0.427,25.0,89.5,24.7,49.0,70.8,47.9,49.9,54.8,72.0,none,44.4,62.9,0.764,0.769,sleep_tip
FS_0734,46-60,dry,square,neutral,0.573,15.9,41.3,14.1,42.2,62.3,39.8,85.2,68.9,68.7,dark_circles,62.3,54.5,0.933,0.868,hydration_tip
FS_0735,26-35,oily,oblong,stressed,0.668,20.6,71.7,73.2,68.9,66.4,33.1,95.0,72.5,73.5,dryness,45.4,60.8,0.805,0.777,sun_or_stress_tip
FS_0736,46-60,oily,square,tired,0.874,23.7,54.8,86.4,38.1,81.9,40.4,71.3,68.4,65.0,dark_circles,59.4,56.2,0.833,0.75,sleep_tip
FS_0737,46-60,dry,heart,happy,0.842,16.1,37.6,23.2,33.0,36.7,33.1,54.9,50.6,72.2,pigmentation,97.4,55.9,0.817,0.81,hydration_tip
FS_0738,26-35,dry,square,calm,0.899,13.7,19.7,32.3,12.1,16.6,29.7,87.2,62.4,81.9,sun_damage,84.1,59.3,0.947,0.817,hydration_tip
FS_0739,18-25,normal,round,sleepy,0.309,21.7,81.3,43.3,30.9,70.6,35.0,74.1,73.1,91.7,none,41.1,64.9,0.777,0.954,sleep_tip
FS_0740,36-45,dry,oval,calm,0.677,10.1,55.2,55.1,31.6,23.4,23.6,73.7,60.9,78.1,redness_flush,89.7,71.4,0.849,0.712,hydration_tip
FS_0741,26-35,normal,heart,calm,0.826,14.8,48.7,60.6,16.9,41.6,32.7,58.3,82.2,80.9,sun_damage,89.7,68.1,0.762,0.922,general_skincare
FS_0742,36-45,dry,square,tired,0.384,25.7,27.7,14.2,27.6,85.7,59.5,84.2,67.1,92.9,dark_circles,42.8,46.4,0.89,0.788,hydration_tip
FS_0743,18-25,oily,oval,stressed,0.593,24.9,54.1,78.3,73.3,53.0,57.1,83.3,73.7,82.5,redness_flush,58.8,62.1,0.965,0.907,sun_or_stress_tip
FS_0744,26-35,oily,heart,calm,0.803,13.2,52.3,84.2,8.1,16.1,25.1,82.6,56.4,94.1,dullness,77.1,67.7,0.941,0.758,general_skincare
FS_0745,46-60,oily,heart,tired,0.566,21.8,58.1,59.2,64.6,59.9,46.0,49.6,67.3,80.6,none,54.7,57.5,0.746,0.856,sun_or_stress_tip
FS_0746,18-25,oily,heart,tired,0.214,23.9,67.9,86.1,44.6,33.9,9.6,72.4,71.9,76.0,none,33.7,69.6,0.949,0.806,general_skincare
FS_0747,46-60,oily,oblong,neutral,0.52,14.3,53.8,87.9,29.4,35.0,19.3,81.0,60.9,77.1,dullness,63.4,68.9,0.742,0.753,general_skincare
FS_0748,46-60,normal,oblong,neutral,0.631,11.7,66.6,35.5,31.1,20.3,43.7,93.4,59.8,66.6,dullness,67.1,71.0,0.839,0.742,general_skincare
FS_0749,46-60,normal,round,happy,0.793,18.0,64.1,64.5,45.4,28.0,34.2,75.4,69.8,65.2,dark_lips,89.4,62.2,0.872,0.797,general_skincare
FS_0750,46-60,dry,heart,neutral,0.619,22.0,10.5,27.8,48.0,40.1,58.5,63.7,49.7,89.1,dullness,65.2,45.3,0.891,0.802,hydration_tip
FS_0751,46-60,oily,square,calm,0.67,16.0,71.4,72.5,12.8,41.0,33.8,71.5,65.3,81.1,redness_flush,71.1,71.5,0.924,0.895,general_skincare
FS_0752,18-25,dry,oval,calm,0.88,13.4,32.4,6.3,0.0,39.6,0.0,54.0,56.0,78.8,dryness,79.3,55.5,0.958,0.869,hydration_tip
FS_0753,36-45,oily,round,calm,0.699,17.3,67.5,94.1,2.4,21.3,43.4,45.6,53.5,72.5,none,76.3,72.2,0.838,0.819,general_skincare
FS_0754,46-60,dry,square,stressed,0.633,25.3,48.4,33.5,90.3,80.6,24.0,98.3,42.2,80.9,sun_damage,54.4,49.3,0.76,0.806,hydration_tip
FS_0755,46-60,oily,square,neutral,0.394,14.8,41.7,53.4,18.5,19.6,55.9,71.3,41.9,80.8,dryness,63.6,61.1,0.739,0.805,general_skincare
FS_0756,26-35,normal,round,sad,0.588,23.9,95.0,54.4,13.1,39.2,29.2,76.4,79.8,82.1,none,58.3,82.6,0.776,0.857,general_skincare
FS_0757,46-60,normal,round,calm,0.58,9.7,74.6,61.2,54.2,15.1,60.0,88.4,63.1,90.5,redness_flush,81.1,72.6,0.858,0.856,general_skincare
FS_0758,26-35,oily,square,tired,0.47,24.5,77.5,54.5,28.3,47.4,30.3,50.3,84.8,88.8,none,38.4,75.2,0.946,0.826,general_skincare
FS_0759,46-60,dry,round,sleepy,0.181,24.7,45.8,15.4,21.2,71.6,43.2,35.4,66.7,73.5,dullness,32.6,52.6,0.875,0.855,hydration_tip
FS_0760,26-35,oily,round,calm,0.747,24.8,77.1,93.3,32.8,13.3,40.6,30.2,75.5,87.9,redness_flush,83.0,74.5,0.945,0.887,general_skincare
FS_0761,26-35,dry,oval,calm,0.588,21.6,23.5,41.8,23.8,22.1,27.8,78.8,39.3,70.7,none,75.6,59.8,0.899,0.782,hydration_tip
FS_0762,46-60,oily,oblong,tired,0.43,19.7,45.8,63.7,38.2,44.8,16.0,71.0,91.1,84.6,dark_circles,45.7,73.0,0.903,0.908,general_skincare
FS_0763,46-60,normal,heart,neutral,0.662,17.9,58.9,35.9,2.2,28.6,59.3,49.3,81.0,85.9,pigmentation,68.1,77.1,0.894,0.934,general_skincare
FS_0764,36-45,dry,oblong,calm,0.806,12.8,49.1,20.8,15.8,39.9,58.5,60.0,35.0,77.7,none,84.5,62.4,0.852,0.909,hydration_tip
FS_0765,26-35,dry,square,calm,0.786,20.4,57.7,38.4,0.0,42.7,35.6,73.6,27.8,71.0,dark_circles,73.3,60.6,0.811,0.776,hydration_tip
FS_0766,18-25,oily,oval,sad,0.516,18.3,47.1,70.9,24.7,44.3,52.8,75.3,76.7,82.9,dark_lips,51.4,66.4,0.764,0.843,general_skincare
FS_0767,18-25,normal,oblong,sleepy,0.351,25.7,65.7,48.4,27.9,69.1,45.1,71.3,71.9,65.0,none,33.8,60.0,0.74,0.732,sleep_tip
FS_0768,26-35,oily,oval,stressed,0.562,24.3,72.2,79.1,48.1,58.4,50.6,82.8,77.7,84.5,dullness,54.5,69.7,0.814,0.933,general_skincare
FS_0769,36-45,normal,oblong,neutral,0.791,16.4,72.3,40.2,18.8,33.5,51.8,66.2,69.2,80.2,dark_lips,82.5,72.6,0.887,0.874,general_skincare
FS_0770,26-35,normal,round,stressed,0.518,24.8,50.3,43.6,58.4,25.0,33.9,80.6,84.2,98.0,dark_circles,47.6,68.6,0.962,0.789,sun_or_stress_tip
FS_0771,26-35,normal,square,sad,0.724,12.6,89.5,65.0,43.8,53.8,18.5,54.8,47.3,83.8,sun_damage,63.6,60.4,0.736,0.933,general_skincare
FS_0772,18-25,dry,square,happy,0.703,16.1,33.6,35.3,48.7,38.1,23.8,83.8,52.3,86.6,redness_flush,80.1,51.6,0.799,0.743,hydration_tip
FS_0773,46-60,dry,round,tired,0.339,19.2,67.3,17.3,49.5,66.7,43.6,62.9,68.3,81.8,dullness,43.2,62.0,0.741,0.867,hydration_tip
FS_0774,46-60,dry,square,calm,0.732,19.1,33.6,30.4,53.9,27.6,18.0,100.0,42.0,68.6,redness_flush,79.4,49.2,0.963,0.716,hydration_tip
FS_0775,18-25,normal,oblong,neutral,0.735,13.4,72.3,45.3,34.2,26.4,16.2,86.4,55.3,69.2,dark_lips,87.0,64.7,0.742,0.92,general_skincare
FS_0776,26-35,dry,heart,sad,0.49,19.5,48.8,39.9,26.1,63.6,0.0,55.2,54.3,81.0,sun_damage,52.0,59.5,0.848,0.864,hydration_tip
FS_0777,26-35,oily,heart,happy,0.903,19.2,46.0,63.3,23.8,29.6,15.1,84.6,74.9,81.7,dullness,87.4,61.3,0.796,0.916,general_skincare
FS_0778,26-35,dry,heart,neutral,0.687,18.2,80.2,44.1,40.5,23.4,27.2,58.6,63.5,79.3,dryness,69.0,67.7,0.728,0.833,hydration_tip
FS_0779,46-60,dry,oblong,happy,0.783,16.8,43.1,22.5,24.0,29.2,45.6,71.2,41.0,70.5,none,86.5,58.4,0.779,0.737,hydration_tip
FS_0780,46-60,dry,oval,calm,0.654,14.6,43.8,34.6,38.4,46.7,57.8,71.5,28.4,72.5,dryness,77.7,54.7,0.778,0.787,hydration_tip
FS_0781,18-25,oily,square,happy,0.73,13.5,65.9,59.0,21.8,29.2,0.0,68.6,94.1,81.9,none,83.6,73.7,0.75,0.895,general_skincare
FS_0782,46-60,oily,oval,neutral,1.0,15.0,52.8,65.5,49.2,32.0,27.1,79.9,50.7,83.6,sun_damage,82.4,61.9,0.793,0.713,general_skincare
FS_0783,36-45,normal,oval,happy,0.868,15.6,62.6,38.9,3.5,40.4,60.0,58.4,52.2,72.4,none,84.7,67.4,0.857,0.865,general_skincare
FS_0784,36-45,normal,square,sad,0.545,16.9,44.9,59.2,31.8,72.2,32.7,69.0,49.2,63.3,dullness,56.6,54.5,0.91,0.916,sleep_tip
FS_0785,18-25,oily,round,sleepy,0.358,24.4,50.4,66.1,30.4,39.3,9.5,55.3,66.7,69.5,none,34.0,61.4,0.825,0.799,general_skincare
FS_0786,46-60,normal,oblong,tired,0.59,22.0,55.6,46.4,25.4,62.7,35.6,84.7,58.9,70.1,none,50.9,59.5,0.754,0.848,sleep_tip
FS_0787,26-35,dry,oblong,neutral,0.829,15.6,47.4,37.4,36.4,65.2,0.1,72.4,46.3,73.7,dark_circles,71.0,55.4,0.843,0.93,hydration_tip
FS_0788,36-45,oily,oval,tired,0.69,21.2,50.8,68.3,19.6,92.4,43.8,69.1,100.0,77.9,dullness,55.6,66.6,0.806,0.957,sleep_tip
FS_0789,26-35,dry,square,neutral,0.413,18.3,35.6,10.2,55.2,39.7,20.6,64.4,30.8,66.3,dark_circles,55.0,48.8,0.828,0.829,hydration_tip
FS_0790,46-60,dry,square,tired,0.409,23.5,43.9,39.9,54.3,72.4,43.8,87.0,46.3,92.0,dryness,43.1,49.8,0.942,0.803,hydration_tip
FS_0791,46-60,dry,square,sleepy,0.776,30.3,41.9,49.4,47.7,75.7,13.1,50.1,52.1,73.5,pigmentation,35.4,47.9,0.787,0.891,hydration_tip
FS_0792,36-45,oily,square,neutral,0.789,20.8,50.0,85.6,59.5,27.0,52.0,62.3,58.1,80.7,pigmentation,73.3,61.8,0.787,0.802,sun_or_stress_tip
FS_0793,46-60,oily,round,neutral,0.792,23.9,58.3,75.8,38.2,28.8,28.3,61.4,54.0,86.1,pigmentation,64.2,56.3,0.781,0.888,general_skincare
FS_0794,36-45,oily,oval,stressed,0.661,21.9,65.8,68.7,67.1,38.4,38.3,45.1,69.9,72.9,none,49.5,59.6,0.88,0.742,sun_or_stress_tip
FS_0795,46-60,dry,oblong,neutral,0.905,15.2,40.4,66.2,26.6,53.3,46.6,100.0,32.0,64.1,dryness,76.9,49.9,0.819,0.839,hydration_tip
FS_0796,36-45,normal,oval,calm,0.716,14.8,62.9,49.1,24.4,14.5,63.2,49.2,80.1,77.1,dryness,83.4,72.6,0.84,0.783,general_skincare
FS_0797,26-35,normal,heart,tired,0.392,20.5,68.1,45.4,60.2,62.0,35.8,71.0,83.5,65.7,dryness,38.5,61.4,0.898,0.798,sun_or_stress_tip
FS_0798,36-45,oily,heart,neutral,0.83,14.9,54.5,51.7,6.1,20.0,24.5,68.4,74.6,84.1,none,80.7,73.3,0.845,0.786,general_skincare
